account_name,category,caption,likes_count,comments_count,video_view_count,engagement,polarity,subjectivity,flesch_kincaid_grade
TheHumansOfBombay,Entertainment,"“‘Goa jaana hai!’ That’s what Priya said when she told us about her bachelorette. Sakshi and I jumped in immediately because none of us had ever been to Goa! But when we told our parents, the answer was a clear no.

‘Goa is not safe.’
‘Celebrate here in Indore.’
‘Why go so far?’

We even contemplated lying and sneaking out. But then, randomly, an idea popped into my head, ‘Why not take our moms with us?’ At first, everyone laughed. But then it clicked, our moms had never been on such a trip either!

Cut to: three daughters, three moms, landing in Goa for a bachelorette. People looked at us like, ‘Is this for real?’

We went kayaking. We danced at Thalassa while our moms blushed at the belly dancers. One night, we threw a proper bachelorette for Priya, our moms joined for a bit, cheering and laughing, before leaving us three to dance the night away.

But the best part wasn’t the rides or the parties. It was seeing a side of our moms we’d never seen before. They were carefree, giggling like schoolgirls, eating ice cream by the beach, bargaining like pros at flea markets. It made us think, this is the girlhood they never got to experience. The things we take for granted today are still so novel to them. For once, they were free, with no inhibitions.

Somewhere in the middle of the trip, my mom got emotional. She said, ‘I’ve never even travelled for my honeymoon. This is the best trip of my life.’ I can still hear her voice in my head when I think about it.

The trip wasn’t just a bachelorette, it was one of the most beautiful memories of our lives. To see our moms genuinely happy, to give them the girlhood they never had, that’s something I’ll carry with me always.”",10759,47,166487,12517.87,0.3029411764705882,0.49215686274509807,4.791303399173174
TheHumansOfBombay,Entertainment,"“I was born in a poor house, so poor where even knowing your birth date was a privilege. I was around nine or ten when my father passed away. To support my family, I took a job at a tent cinema.

I watched every film, memorizing the songs. Music fascinated me, especially the trumpet. By coincidence, a band practiced near our house. Whenever a new song was released, they’d rehearse it tirelessly – taking a week to master it.

One day, I told the band leader, “You’re taking too long to learn,” and suggested faster methods. Instead of a “thank you”, I got a slap and a harsh reminder not to question my elders.

That lit a fire in me. I ran to my brother, and told him everything. He scolded me for interfering, and then asked, “Do you really want to play the trumpet?” I shouted, “Yes, and I’ll play the songs they’re practicing in front of him!” That’s how I got my first trumpet. I couldn’t afford lessons; it was hard enough to have two meals a day. I practiced endlessly until I finally earned through music.

Eventually, I got married, had children, and began performing at events in Mumbai and Pune. Years of playing eventually led to asthma, yet the joy and laughter of children when I performed at their birthdays made it worthwhile. But soon, the course of my life changed.

Within four years, I lost four family members. First, my grandson and one of my sons, in separate accidents. Then, my wife suffered a heart attack; she took her last breath on a bus we were on. Not long after, I lost my granddaughter, 15 days before her wedding. One moment she complained of a headache; the next, I was preparing for her last rites.

Their medical bills left me with a debt of 25 lacs, with no way to repay it. I even grew to hate the instrument that once fed my family. But one day, someone uploaded one of my performances online. The video received immense love, and people stepped up to help. 

Today, I’ve cleared around 8-9 lacs of my debt. I won’t stop until I’ve paid it all off. So, I continue, with my trumpet in one hand and the need to protect my remaining family in another.”
-
If you’d like to support Vasant ji, you can contribute any amount you want through GPay to +919763389828.",14130,159,190174,16349.74,0.01766774891774891,0.4284361471861472,5.6317698019801945
TheHumansOfBombay,Entertainment,"“At 73, they took me from the place I called home for more than 30 years – like I was a criminal.

The memories of those nights in detention make my hands tremble. On Sep 8th, during a routine immigration check-in, I was told I was under arrest. My granddaughter was waiting outside. They let me call her once. I said, ‘Beta, go home… they’ve arrested me.’ She cried, thinking she’d done something wrong.

I was kept in a cold room all night – no chairs, just a metal bench. When I asked for a pillow or blanket, I was given a dirty foil sheet. When they moved me, they cuffed my hands & legs. I could barely climb into the van. I wasn’t given my medicines. The first week, they served only meat. I kept saying I was vegetarian, but they didn’t care. I survived on chips & biscuits until Sep 14th, when I got my first veg meal. I felt like my life didn’t matter.

I arrived to the USA in ’92 with my sons, who became citizens through marriage, & applied for asylum myself. My final appeal was denied in 2012, but I never went underground. For 13 years, I reported to immigration & followed every rule.

Life there was good. I worked 6 days a week, & helped care for my grandchildren. I’d drop my grandsons to school & pick them up; made sure they studied. They were closer to me than their parents. When they heard I’d been taken, they were devastated. They still ask, ‘Kya karoge aap, Dadi?’

While I was in detention, my family acted quickly. My lawyer reached out to the Indian Consulate & discovered that, all these years, ICE never formally submitted a request for my travel documents. Within days, they were issued, & my lawyer booked my flight to India. They asked that I be released into family custody to say my goodbyes & leave with dignity. ICE ignored them, & moved me to the final location – Georgia.

Those last days were the worst. I wasn’t allowed to shower, wore the same clothes for 5 days, & slept on the floor. I landed in Delhi on Sep 24th with 132 deportees. I now live in Punjab with my brother. But I still see that cold room, the chains, the metal bench in my mind. My whole life – my family, my home – is on the other side of the world. I don’t know how to survive here.”",8201,158,0,8517.0,-0.04153491436100132,0.5661835748792271,4.469252229897393
TheHumansOfBombay,Entertainment,"“When you’re born different, people quietly decide what you can and cannot have. Love was supposed to be out of reach for me. Until Hema walked into my life.

I was born in 1969 in Talala, Gir. At the age of two, an incorrect injection left me unable to walk. My childhood was spent between hospitals and treatments. But even when my body gave up, my spirit didn’t. At our ancestral temple, I’d listen to bhajans and kirtans. When I sang or played the harmonium, people danced around me. That gave me courage, and at 20, I moved to Baroda to study music.

That year, at the Ellora garba, I noticed two girls in the crowd. They didn’t just dance, they sang every word. On the third night, when our chorus singers lost their voices, I suggested we call those girls on stage. That’s how I met Hema.

For the remaining nights, we sang together, and so did our hearts. We fell in love. She belonged to a wealthy Mistry family, I was a Brahmin boy in a wheelchair. Ironically, it wasn’t her family who questioned our match, it was mine – because of caste. Her father, instead, looked at me and said, ‘Ye ladka patthar se bhi paani nikal sakta hai.’

After a year of courtship, we made a bold choice. On a 50 rupee stamp paper, we wrote that we wanted no share of property–all we wanted were blessings–and we got married. We had nothing, just a rented house and days when food was scarce. But Hema always stood by me.

When she got pregnant with our son, Daivat, my family finally softened, and accepted our love. Years later, our second boy, Maharshi, was born. We decided to raise our children with one belief – give them the freedom to choose their own path, but let them know they are always loved. However busy life was, we ended the day together at the dinner table. Today, our children are grown, we are grandparents, and that table is still where the love lives.

Life gave me milestones. Tours abroad, compositions and songs for Modi ji, even a Guinness World Record. But nothing compares to what Hema and I built together. When I look back at 35 years of marriage, I realise music gave me more than a career. It gave me Hema. My partner, my family, my greatest composition of all.”",5653,78,0,5809.0,0.24855072463768116,0.47608695652173916,5.341235294117649
TheHumansOfBombay,Entertainment,"“Every year, I climb a ladder to place Maa Durga’s mukut on the idol in the courtyard. Even today, my hands tremble a little. Because in that moment, I feel the weight of two centuries of tradition resting on me.

Our story began eight generations ago in Dhamua, Bengal. My ancestor’s father moved to Calcutta as a purohit, and his son, Girish Mukherjee, after whom our house ‘Girish Bhavan’ is named, became a successful lawyer – he even handled cases for royals. But beyond his profession, what he left behind was a legacy that defines us even today: the Durga Puja and Jagadhatri Puja at our home. Ma Jagadhatri became our household deity, worshipped every day of the year, and Durga Puja became the festival that brought us together as a family.

Preparations start months in advance. For the Puja, 53 of us gather under one roof. Everyone has a role. My elder brother recites mantras from a 200-year-old pothi with the guru, another conducts the havan, and my mother and aunts carefully manage mithai, nariyal, flowers, and utensils that are only used during this time.

As a child, I watched from the sidelines. Puja meant hanging out with cousins and the joy of seeing the house come alive. But after my sacred thread ceremony, I stepped into the rituals myself. I learned all I could from my elders.

Even the making of the idol carries meaning. A small portion of punya maati, soil from a sex worker’s home, is always mixed into the clay. It is not unique to us, but it symbolizes something profound: the goddess accepts everyone.

Then, there are some rituals that are special to our family. On Dashami, the boys walk in a circle around our Bandhuta space, just as my father and grandfather once did. 

My fondest memories, though, are of the little things: early morning conversations with cousins before the crowds arrive, evenings filled with traditional Bengali songs, & the Dashami meal we share after visarjan, all together.

At the end of every Puja, as we look around at one another, the thought is always the same: 198 years later, Durga Puja is not just about rituals. It is about family, togetherness, and the strength of a tradition that each generation chooses to keep alive.""",6733,51,91974,7754.74,0.06889880952380953,0.5473214285714286,9.050320366132723
TheHumansOfBombay,Entertainment,"“My name is Aanya, I’m 5 years old, and I’ve loved dancing for as long as I can remember!

I started before anyone officially taught me. When the TV was on, I would enact the dances on the screen. Once, when I was 2, at a family wedding, a choreographer said I was too small so he didn’t include me in the performances. But I still picked up all the steps just by sitting in one corner and watching. On the sangeet night, when I started performing below the stage, people stopped looking there and started watching me instead. That’s when my parents realised – dancing wasn’t just fun for me, it was something special.

People would constantly tell them to share my photos and videos, so they created an Instagram account where family and friends could enjoy my performances. But then one reel went viral, and suddenly, millions of people were watching. That’s when dancing became a part of our everyday lives.

It’s not just my journey anymore – it’s my whole family’s. My Mumma designs my costumes, and helps me practice. My Papa shoots and edits my videos. Earlier, they had to manage their own work and wouldn’t stay at home so much, but now, I get to spend everyday all the time with them! We even go for late-night drives, juice stops, and monthly trips where it’s just us and no social media.

At first, when I started gaining attention online, my parents were worried. People said, ‘She’s too young, don’t overexpose her.’ But so many more sent love, saying, ‘She’s just a little girl dancing her heart out. Let her do what she wants.’ That made us so happy, and we kept going!

I’ve had the chance to dance with my favourite stars, like Nora Didi! And I keep watching Shraddha Didi’s movies again and again, and dancing to her songs. But this doesn’t mean I don’t focus on my studies. I want to be a good student, so I can grow up and be a doctor! For now though, I just want to keep dancing… because it makes me happy, it makes everyone around me smile, and it brings my family closer together.”",71178,254,981420,81500.2,0.23582057823129254,0.48543792517006795,6.272059016393445
TheHumansOfBombay,Entertainment,"“I grew up dancing because of my elder sister. She was an actress, always on stage, & she introduced me to Garba. Watching her perform inspired me. Even when I followed the expected path – engineering, & a coding job, I never left dance behind. After office, I would rush to my tiny studio in Borivali & teach. For years, I lived with each foot straddling both worlds.

By 26, I realised I had to choose. I wanted a shot at my dream – if it didn’t work out, I could always return to a job. Quitting felt risky, but my parents encouraged me, ‘If you want to try, do it now.’ That’s when I met Parth, who in no time became a friend, a brother, and a business partner.

That’s how Thangaat Garba was born. The start wasn’t easy. People believed no one would pay to learn Garba. To change that, we hosted free workshops. Every hall filled up, proving there was untapped love waiting to be channelled. Then came a turning point. During one of her Navratri promotional tours, Falguni Pathak visited our class. I knew then this could be something big.

From 4 instructors managing back-to-back sessions, today we’re a team of 180 across 45 locations in 12 cities, workshoping in 8 countries. Along the way, Garba gave me my life partner. I met my wife Shikha during one of our online sessions, & our chats quickly turned into shared plans & dreams. Since then, we’ve been growing together, in dance & in life.

The journey takes us places we never imagined. Last year, after a workshop in New York, our students asked if we could celebrate by dancing at Times Square. For 15 minutes, Garba lit up the heart of the city. Strangers clapped along, some asked what dance this was, & Garba travelled beyond our community.

It still feels surreal when a student says, ‘I love Garba more than hip-hop.’ Every time I think of how far we’ve come, I go back to that first visit from Falguni ji. Just last night, I was at a Garba where she introduced us to her team. Years ago, we were nervously introducing ourselves to her. Coming full circle reminded me it wasn’t just about dance. It’s about a culture crossing borders, from Borivali to Times Square & beyond.”",17053,194,328273,20723.73,0.18265151515151518,0.49522727272727274,5.622991305774281
TheHumansOfBombay,Entertainment,"In 2019, my friend Abi and I went to a garba night here in Australia. We didn’t know a single step, we just stood there watching people’s feet. But in the last 20 mins, I told her, “We came here to dance, let’s do it!” The moment I joined in…I was hooked.

Honestly, dance had always been a part of my life. As a teenager, I trained in jazz, tap, ballet & contemporary. I even danced professionally. But then life took over, & amidst my marriage, children, and work… dancing took a backseat. Years later, Bollywood movies rekindled that spark. They were like musical theatre on screen – songs, emotions, dance all woven together. I’d spend hours in my lounge room, rewinding scenes and learning routines. That love eventually led me to a Bollywood dance studio in Perth, where I met Maitri, who’s from Mumbai. She taught us different formats, & somehow, garba entered my life.

That studio is also where I bonded with Abi, and for years, both of us dreamt of going to India to celebrate Navratri. The pandemic delayed our plans, but last October, we finally made it. We landed in Mumbai, joined Maitri and her sister, Hasshruti’s group, and lived out our dream.

It was nothing short of magical. The energy, the music, the sea of people, was overwhelming at first. But once I stepped in, it felt like a prayer. One night at Falgunī Pathak’s show, the sky opened up. Rain poured, thunder roared, fireworks lit up the night. Yet, everyone kept dancing. I was drenched, breathless, and yet, I’d never felt more alive. It was spiritual, like the universe itself had joined us.

People came up to me and said, “Thank you for embracing our culture.” But the truth is, I was the grateful one. To be welcomed, to belong, even as an outsider from Perth, was the real gift.

That’s what inspired me to bring this beautiful culture back home – I’m celebrating Navratri in Australia this year. At 57, I still play garba until midnight. It isn’t a mere dance to me anymore, it’s a reminder that joy has no boundaries, no age, no passport.

Even today, when I close my eyes, I’m transported back to Mumbai – hearing the dhol, feeling the rain on my face, and reliving the nights that will stay in my heart forever.",59463,654,486909,65640.09,0.1873015873015873,0.39087301587301587,5.836451612903225
TheHumansOfBombay,Entertainment,"“My story began at a dressing table in Jaipur. My mother always wanted a daughter, so as a child she dressed me up & sat me beside her. I watched her apply kajal, lipstick, & get ready for festivals. Surrounded by my mother, sister, & cousins, I began to see clothes not just as fabric, but as an expression of self.

But that expression came at a cost. My family was in the marble business, & it was expected I would be too. So when I said I wanted to pursue fashion, it was unthinkable. But my mother was always in my corner, cheering me on, even when I chose to leave Jaipur for fashion school in Mumbai.

Mumbai opened me up to the world of design & styling. I spent years learning, & building my voice in fashion. After that, I moved to Baroda for another degree, & it was there that I discovered Garba. My first Navratri there, I didn’t know a single step. But then, I learned, competed, & even won prizes. Soon, it stopped being about winning – Garba became devotion. Even today, I travel from Jaipur to Baroda every Navratri, to play all night. In fact, right now, I’m here, dancing like I do every year.

As I built confidence on the Garba floor, I also built it in my clothes. I never believed fashion had a gender. I wore skirts, saris with kurtas, jackets inspired by maharajas. I posted it online – I was just being myself. One Garba video suddenly went viral. Overnight, my world changed. But along with love came hate. Millions of views meant thousands of cruel comments: ‘chakka,’ ‘bas ab choodiya pehen le,’ ‘why is he dressed like a woman?’ Offline too, there were stares & whispers. But I never replied. I kept showing up, because the moment I doubted myself, they would win.

This year, I launched my brand Rukhalo, a Marwari word for guardian. With Rukhalo, I create timeless, unapologetically gender fluid clothing that reflects what I stand for. Today, at 29, I’m a freelance stylist, a content creator, & a founder.

At times when I think back to that boy at the dressing table, watching his mother get ready, I realise that he has come a long way. He has weathered the noise, stood tall, & has owned his identity. And I know… this is only the beginning.”",15977,314,329377,19898.77,0.031349206349206335,0.5018518518518519,5.874320524835991
TheHumansOfBombay,Entertainment,"“In the 1970s, I quit my job as an engineer at L&T to dedicate myself to Mahatma Gandhi’s philosophy. 50 years later, I am still at the book centre I helped build; carrying his ideas forward. 

As a kid, I was an ardent reader of Mahatma Gandhi’s books and was very moved by his ideas of truth, non-violence and love. By the time I was in my late 30s, corporate life had lost meaning. I wanted to lead a more purposeful life. Soon after, I joined the Bombay Sarvodaya Mandal – a Gandhian public charitable trust dedicated to spreading his teachings. 

In 1982, Richard Attenborough’s film, Gandhi was released in India. People thronged to the theatres to see the film. There was a resurgence of interest in Bapuji’s works. One day, my co-workers and I went to Regal Cinema in Colaba and started selling his autobiography to people coming out of the cinema hall. The response was very enthusiastic. This led us to opening our book centre, a place for those eager to delve deeper into his writings.

Now, we have more than 200 books on Mahatma Gandhi. A major chunk of our collection features books written by Gandhiji himself. We also conduct activities and examinations based on his philosophy. 

During one such exam, I met Laxman Gole, a prisoner who was under trial at the Nasik jail for murder and extortion, among other charges. We gave him Gandhiji’s autobiography. It was a small, almost accidental gesture but he was completely hooked. The book impacted him in such a way that he pleaded guilty to all the charges against him and even wrote a letter to the judge expressing repentance. 

With war and political conflicts escalating all over the world today, it is all the more important for us to recall Gandhiji’s insistence on love and non-violence.

I am 88 now, and I still live in these rooms where the thoughts of Gandhiji comforted and inspired me. I hope my work continues to immortalise his ideas and ideals for generations to come.”

Image credits: Ashish Raje, Mid-day",2612,13,0,2638.0,0.15234189723320157,0.4670289855072464,8.965973862779595
TheHumansOfBombay,Entertainment,"“I’ve had to start over many times – from running a tiffin service in a chawl while my husband gambled away all the money I worked hard to earn, to cooking in other people’s homes, to finally building a space that was truly mine. My children helped me at every step, and when life broke the circle, we learned to join it again.
And even when I lost my son 25 years ago, or when a year later, my daughter came home with her one-year-old, carrying the marks of her own struggles… we found a way to keep going. Life was hard, money was tight, but giving up was never an option.
These experiences have taught me so much: when you fall, you get up. When plans change, you find a new step. When the circle breaks, you keep moving and reconnect where you can. Simple lessons, but they’ve guided me through everything and shaped the life I have today.
Today, my family is settled, my granddaughter is studying abroad, and my home is full of music, dance, and freedom. And during these nine days of Navratri, I’m celebrating the same vigour that gets me through life… by dancing my heart out.”",9200,43,210846,11394.46,0.06918914418914418,0.45621045621045614,7.80621393034826
TheMojoStory,Political,"A cinematic moment in Mumbai! UK PM Keir Starmer visited Yash Raj Films, where he listened to “Tujhe Dekha Toh Yeh Jaana Sanam” from DDLJ — marking the film’s 30th anniversary. YRF announced a three-movie UK production pact starting 2026 and its upcoming English stage musical Come Fall In Love. A cultural bridge between Bollywood and Britain!

#KeirStarmer #YRF #DDLJ30 #IndiaUK #Bollywood #ComeFallInLove #YashRajFilms #CulturalExchange #CinemaDiplomacy",4,0,380,7.8,0.10416666666666667,0.16666666666666666,9.630769230769232
TheMojoStory,Political,"Did India just have Pakistan for dinner ? Metaphorically, if not literally- this meme is now viral, shared across social media by top military veterans and ordinary citizens alike to mark Air Force Day! The menu is most likely the work of a creative imagination. The Air Force has not given any indication that this was an actual or real menu at the special celebrations but someone with a great sense of humour wrote up a shareable menu nevertheless! Dishes were named after Pakistan’s airbases bombed during #OperationSindoor. From “Rawalpindi Chicken Tikka Masala” to “Muridke Meetha Pan,” the witty “menu” , even if a meme, sparked laughter and pride across social media 

#AirForceDay #IAF #OperationSindoor #ViralMenu #IndianAirForce",64,5,0,74.0,0.17408730158730157,0.506984126984127,12.919782608695655
TheMojoStory,Political,"A viral video from Kabul has stunned the internet — a lone Indian tourist, stopped by the Taliban, is told there’s no need for a passport! Instead, he’s warmly welcomed with the words, “India-Afghanistan brothers.” The unexpected gesture, caught on camera, is winning hearts online and sparking discussions on how people-to-people ties transcend politics. Watch this unbelievable encounter where hospitality replaces hostility, straight from the streets of Kabul! 

#IndiaAfghanistan #Taliban #Kabul #ViralVideo #IncredibleIndia",27,1,348,32.48,0.24,0.75,11.823222222222224
TheMojoStory,Political,"Renowned sand artist Sudarsan Pattnaik paid a heartfelt tribute to the legendary industrialist #RatanTata on his first death anniversary. At Puri Beach in Odisha, Pattnaik created a stunning sand sculpture honoring the man whose vision and humility continue to inspire generations. The artwork stands as a symbol of respect and remembrance for the timeless icon who redefined Indian industry and philanthropy.

#RatanTata #SudarsanPattnaik #PuriBeach #SandArt #Tribute #Odisha #TataLegacy #Inspiration #IndianIcons",25,0,0,25.0,0.4375,0.8333333333333334,14.666428571428572
TheMojoStory,Political,"A Land Rover Defender lost control and crashed into six vehicles near a Noida mall late Wednesday night, police confirmed. The SUV, reportedly speeding, caused heavy traffic and damage but no injuries or fatalities were reported. The driver has been taken into custody as police probe the sequence of events leading to the high-impact collision.

#NoidaAccident #LandRoverCrash #BreakingNews #NoidaMall #CarCrash",10,0,1648,26.48,6.938893903907228e-18,0.625,10.713333333333338
TheMojoStory,Political,PM Modi Congratulates President Trump On Gaza Peace Plan|,3,0,107,4.07,0.0,0.0,10.208888888888893
TheMojoStory,Political,"The most heartbreaking part of speaking to the father of Baby Fatima, all of 8 months old , when a killer cough syrup Coldrif, poisoned her and 22 other children - is how lost and helpless he sounded. “Im a small man,”, he said , “Who can I get angry with?” - but we should all be angry and very very angry for him and for 22 children, all under five killed by a cough syrup that had a toxic chemical ( DEG) forty six percent above the legal level of 0.1%-. As far as I am concerned, this is murder, manslaughter at the very least - not an accident. And like always it’s the poor of our country who are the hardest hit. This is the story of the youngest victim of the killer cough syrup scam - 8 month old Sehraish Ali Fatima was playing with her father on the night of September 22nd, when she suddenly fell ill. Like all fathers of baby girls, he doted on her, and had big dreams for her - he wanted her to be a doctor. But, what happened after her sudden illness overnight is a tragedy that no one could have possibly imagined in their wildest nightmares. Baby Fatima died soon after falling ill, post her being prescribed the killer #coughsyrup - #Coldrif. This cough syrup has destroyed several homes in Chhindwara, #MadhyaPradesh - where 22 kids, all under the age of five, have died after taking this cough syrup. Even as the manufacturer is arrested, the anguished but stoic father of Fatima - Sayyad Ali says who should he get angry at? His daughter was taken from him, so now all he has is sadness for the rest of his life. Will heads roll? Or will more parents have to resign to this absolutely heart wrenching fate. Full coverage @themojostory",108,6,2130,141.3,-0.09769230769230768,0.5459615384615385,8.769333333333336
TheMojoStory,Political,"A moment that lit up the Global Fintech Fest in Mumbai — UK Prime Minister Keir Starmer began his address with a Hindi greeting, saying “Mujhe yahan aakar bahut khushi hui.” The crowd, including Prime Minister Narendra Modi, broke into applause at his warm gesture. Starmer’s Hindi attempt quickly went viral, earning praise for his respect towards India’s culture and audience. The UK leader is in India for strengthening tech and trade collaborations. 

#KeirStarmer #GlobalFintechFest #Modi #Mumbai #IndiaUK",20,0,565,25.65,0.3111111111111111,0.3666666666666667,10.18483116883117
TheMojoStory,Political,"China’s Golden Week holiday has turned into a traffic nightmare, with millions of travelers stranded in massive gridlocks across the country. Social media footage shows thousands of vehicles lined up at Wuzhuang — China’s largest toll station, as people return home after the eight-day National Day holiday. Drivers compared the jams to the Chinese New Year rush, highlighting the intense strain on China’s infrastructure during peak travel periods.

#China #GoldenWeek #TrafficJam #Wuzhuang #NationalDayHoliday #TravelRush #BreakingNews #ChinaTraffic #HolidayChaos",113,8,5436,183.36,0.11161616161616161,0.5035353535353535,14.022631578947369
TheMojoStory,Political,"British PM @Keir_Starmer and Indian PM @narendramodi were welcomed with a breathtaking Indian classical rendition of Sapphire — originally sung by Ed Sheeran and Arijit Singh. The performance beautifully symbolized the spirit of India-UK cultural collaboration — where East meets West through music. This soulful moment is winning hearts online and setting the tone for deeper global ties built on art, rhythm, and friendship. 

#IndiaUK #KeirStarmer #Modi #MusicUnites #EdSheeran #ArijitSingh #Sapphire",10,0,162,11.62,0.353125,0.45,13.882427536231884
TheMojoStory,Political,"India on Tuesday joined Russia, China, Pakistan, Iran, and several Central Asian nations in opposing U.S. President Donald Trump’s proposal to regain control of the Bagram airbase in Afghanistan.

In a joint statement, India, Iran, Kazakhstan, China, Kyrgyzstan, Pakistan, Russia, Tajikistan, Uzbekistan, and the Taliban government in Kabul termed as “unacceptable” any attempt by foreign powers to redeploy military infrastructure in Afghanistan or its neighbouring regions.

India was represented at the Moscow meeting by its Ambassador, Vinay Kumar, while the Taliban’s Acting Foreign Minister, Amir Khan Muttaqi, also participated. Notably, Muttaqi is visiting India for the first time starting today.

For decades, the Bagram airbase has served as a strategic hub for successive foreign powers operating in Afghanistan. Watch our explainer to understand its geopolitical importance and why New Delhi aligned itself with this position.

#Modi #Taliban #Bagramaairbase #Trump",19,0,362,22.62,0.03428030303030303,0.17607323232323233,14.786250000000003
TheMojoStory,Political,"Over 1 lakh tea garden workers marched in Tinsukia as CM Himanta Biswa visited Upper Assam. Organised by the All Assam Tea Tribes Association, Adivaasi Students’ Association, and several labour unions, the protest centred on powerful demands — ST status, ₹551 daily wage, and land rights for Assam’s tea community. The unrest reflects growing discontent over long-standing economic and political neglect. 

#Assam #BJP #Protest #STStatus #WorkersRights #LandRights",31,0,762,38.62,0.08333333333333333,0.21666666666666667,13.014696969696974
TheMojoStory,Political,"A historic moment in Middle East diplomacy — world leaders have reacted to U.S. President Donald Trump’s announcement of an agreement between Israel and Hamas on the first phase of his Gaza peace plan, marking a major step towards ending the two-year-long war in the enclave.

From Australia’s Anthony Albanese to Britain’s Keir Starmer, Canada’s Global Affairs, and UN Secretary-General Antonio Guterres, messages of relief and cautious optimism poured in. Albanese hailed the deal as a “much-needed step towards peace,” while Starmer called it “a profound moment of relief for hostages and civilians.” Israel’s Prime Minister Benjamin Netanyahu termed it “a big day for Israel,” thanking Trump and IDF forces, whereas Hamas appreciated efforts by mediators from Qatar, Egypt, and Turkey, urging all sides to honour the terms.

Prime Minister Narendra Modi also welcomed the breakthrough, reaffirming India’s support for peace, stability, and the two-state solution. Trump described the day as “historic and unprecedented,” praising all mediators who helped broker the deal.

#TrumpGazaDeal #GazaCeasefire #WorldReacts #IsraelHamas #MiddleEastPeace #DonaldTrump #Netanyahu #Hamas #Guterres #Modi #GlobalDiplomacy #PeaceInGaza #BreakingNews",15,0,0,15.0,0.11958333333333333,0.29333333333333333,14.390201149425291
TheMojoStory,Political,"A public health tragedy has unfolded in different states of India. 20 children have died after consuming cough syrups in Madhya Pradesh. At least nine more children remain on life support with failing kidneys. Tests have found dangerously high levels of diethylene glycol in syrups such as Coldrif, ReLife, and Respifresh TR. This echoes past tragedies like the 2020 Coldbest PC deaths in Jammu & Kashmir, highlighting systemic regulatory failures. In Madhya Pradesh, the burden has been shifted to the Doctor who prescribed the syrup. However, the Indian Medical Association has posed a valid question: How can a doctor possibly know that a cough syrup is contaminated? Shouldn’t the accountability fall on regulators and, most importantly, the company that manufactured these syrups? While several states have moved to ban these syrups, it appears to be too late for many victims. How many more children must die before the government wakes up and enforces safety measures?

#madhyapradesh #coughsyrup #news",21,1,1309,36.09,0.138125,0.46604166666666663,9.743242617255358
TheMojoStory,Political,"In a major diplomatic development, Afghan Taliban Foreign Minister Mawlawi Amir Khan Muttaqi arrived in New Delhi, marking a significant moment in regional engagement. MEA spokesperson Randhir Jaiswal extended a warm welcome on X, stating, “We look forward to engaging discussions with him on bilateral relations and regional issues.” Muttaqi’s visit underscores the ongoing dialogue between India and Afghanistan as both sides explore cooperation on security, humanitarian aid, and connectivity.

#Afghanistan #India #Taliban #MawlawiAmirKhanMuttaqi #RandhirJaiswal #NewDelhi #BilateralRelations",13,0,0,13.0,0.3212662337662338,0.5935064935064934,18.73568181818182
TheMojoStory,Political,"A dramatic midnight operation in Chennai led to the arrest of Ranganathan Govindan, owner of Sresan Pharmaceuticals, the firm behind the Coldrif cough syrup linked to the deaths of 22 children in Madhya Pradesh and Rajasthan. The toxic syrup was found to contain diethylene glycol, a lethal chemical far beyond safe limits. Police tracked Ranganathan for days before finally catching him around 1:30 am. He faces charges of culpable homicide and adulteration, as investigations widen across states.

#ColdrifSyrup #PharmaScandal #RanganathanGovindan #DrugArrest #BreakingNews #IndiaNews #ChildDeaths #CoughSyrupTragedy",35,0,0,35.0,0.01666666666666664,0.5857142857142857,12.696470588235293
TheMojoStory,Political,"Bollywood icon Deepika Padukone is being trolled online after she appeared wearing a hijab and abaya in a new Abu Dhabi tourism ad with husband Ranveer Singh. The couple, recently announced as brand ambassadors for Experience Abu Dhabi, can be seen exploring the city’s landmarks — including the Sheikh Zayed Mosque, where Deepika covers her head as a mark of respect.

The clip sparked outrage among some social media users who accused her of “appeasement” and questioned her choice of attire. However, her fans quickly stepped in, explaining that every woman visiting the mosque — irrespective of religion — is required to cover her head. “As Indians, we should not show insecurity about everything,” one fan wrote, while another pointed out, “She did the same at temples in India. It’s about respect, not religion.

Many called the trolling baseless, praising Deepika for her grace and cultural sensitivity. “She looks regal, respectful, and proud,” a fan shared. Others applauded her global representation, saying, “This is how you respect every culture beautifully.”

#DeepikaPadukone #RanveerSingh #ExperienceAbuDhabi #DeepVeer #DeepikaInHijab #NetizensReact #Bollywood #AbayaLook #AbuDhabiAd #CulturalRespect #Trending",57,10,0,77.0,0.2957300275482094,0.42692837465564737,12.432898876404494
TheMojoStory,Political,"A viral clip of MP CM Mohan Yadav’s reaction to a journalist’s question on the death of 22 children due to cough syrup has sparked outrage. When asked about the tragedy, Yadav replied, “It’s over, talk about today.” His remark has drawn massive backlash online, with netizens slamming him for “insensitivity” and “zero empathy.” Calls for accountability continue to grow as the incident reignites public anger over the tragic deaths.

#MohanYadav #CoughSyrupTragedy #NetizensSlam #ViralVideo #MadhyaPradesh #India",67,11,2105,110.05,-0.315,0.47833333333333333,11.143263157894737
